Player,Next_Season,Similar_Player,Similar_Player_Season
Kenneth Faried,2013,Shawn Marion,2008
Kenneth Faried,2014,David West,2012
Kenneth Faried,2015,Derrick Coleman,1992
Kenneth Faried,2016,Gerald Wallace,2008
Kenneth Faried,2017,Zach Randolph,2003
Kenneth Faried,2018,Nikola Mirotić,2018
Kenneth Faried,2019,Juwan Howard,2001
Kenneth Faried,2020,Khem Birch,2019
Kenny Anderson,1993,Ennis Whatley,1984
Kenny Anderson,1994,Johnny Moore,1982
Kenny Anderson,1995,Giannis Antetokounmpo,2016
Kenny Anderson,1996,Johnny Moore,1983
Kenny Anderson,1997,Mike Conley,2015
Kenny Anderson,1997,Sam Cassell,2006
Kenny Anderson,1997,Jeff Teague,2016
Kenny Anderson,1998,Darrell Armstrong,2001
Kenny Anderson,1999,Jay Humphries,1988
Kenny Anderson,1999,Tyus Jones,2019
Kenny Anderson,2000,Darren Collison,2017
Kenny Anderson,2001,Darren Collison,2013
Kenny Anderson,2002,Kevin Ollie,2001
Kenny Anderson,2003,T.J. McConnell,2018
Kenny Anderson,2004,Kenny Smith,1990
Kenny Anderson,2004,Dirk Minniefield,1986
Kenny Anderson,2004,D.J. Augustin,2017
Kenny Anderson,2005,Robert Smith,1980
Kenny Anderson,2006,Sebastian Telfair,2008
Kenny Battle,1991,Josh Richardson,2020
Kenny Battle,1992,Gary Trent Jr.,2021
Kenny Carr,1981,Elton Brand,2010
Kenny Carr,1981,Charlie Villanueva,2006
Kenny Carr,1982,Serge Ibaka,2017
Kenny Carr,1983,Al Harrington,2002
Kenny Carr,1983,J.R. Reid,1994
Kenny Carr,1983,Lou Amundson,2009
Kenny Carr,1984,Donyell Marshall,2006
Kenny Carr,1985,Clarence Weatherspoon,2000
Kenny Carr,1986,Mark Bryant,1997
Kenny Carr,1987,Dante Cunningham,2014
Kenny Dennard,1983,Clifford Robinson,2004
Kenny Dennard,1984,Jared Dudley,2018
Kenny Fields,1986,Adrian Griffin,2005
Kenny Fields,1987,Phil Hubbard,1982
Kenny Fields,1988,Desmond Mason,2008
Kenny Gattison,1988,Dickey Simpkins,1996
Kenny Gattison,1991,Noah Vonleh,2018
Kenny Gattison,1992,JaMychal Green,2018
Kenny Gattison,1993,Austin Croshere,2004
Kenny Gattison,1994,Earl Cureton,1986
Kenny Gattison,1995,Matt Bullard,1992
Kenny Gattison,1996,Tyrone Hill,2003
Kenny Green,1987,James Ennis III,2018
Kenny Higgs,1982,Howard Eisley,2004
Kenny Payne,1991,Glenn Robinson III,2016
Kenny Payne,1992,Adrian Griffin,2001
Kenny Satterfield,2003,Damon Stoudamire,2007
Kenny Satterfield,2004,Chris Whitney,2003
Kenny Smith,1989,C.J. Watson,2009
Kenny Smith,1990,Deron Williams,2016
Kenny Smith,1991,Sherman Douglas,1993
Kenny Smith,1991,Sam Cassell,1994
Kenny Smith,1991,Negele Knight,1994
Kenny Smith,1992,Michael Adams,1989
Kenny Smith,1993,Lindsey Hunter,2001
Kenny Smith,1994,Nate McMillan,1988
Kenny Smith,1995,Frank Johnson,1984
Kenny Smith,1996,Nate McMillan,1987
Kenny Smith,1997,Danny Young,1992
Kenny Smith,1998,Phil Ford,1982
Kenny Thomas,2001,Cliff Levingston,1992
Kenny Thomas,2002,Harvey Grant,1990
Kenny Thomas,2003,David West,2015
Kenny Thomas,2004,Charles Oakley,1995
Kenny Thomas,2004,Miles Bridges,2021
Kenny Thomas,2005,Andrew Bogut,2006
Kenny Thomas,2006,Derrick Williams,2013
Kenny Thomas,2006,Antoine Carr,1985
Kenny Thomas,2006,Derek Strong,1998
Kenny Thomas,2007,Amir Johnson,2012
Kenny Thomas,2008,Stacey King,1991
Kenny Thomas,2009,James Bailey,1985
Kenny Walker,1988,Johnny Newman,2000
Kenny Walker,1989,Mike Dunleavy,2006
Kenny Walker,1990,Bojan Bogdanović,2015
Kenny Walker,1991,Kurt Nimphius,1986
Kenny Walker,1992,Devin Vassell,2021
Kenny Walker,1995,Justin Holiday,2022
Kenny Williams,1992,Thaddeus Young,2010
Kenny Williams,1993,DeMarre Carroll,2013
Kenny Williams,1994,Rudy Gay,2009
Kenrich Williams,2020,Troy Brown Jr.,2022
Kenrich Williams,2021,Rick Mahorn,1986
Kenrich Williams,2022,Luis Scola,2014
Kenrich Williams,2023,Glenn Robinson III,2020
Kent Bazemore,2014,Anthony Morrow,2013
Kent Bazemore,2015,Ricky Sobers,1982
Kent Bazemore,2015,Buddy Hield,2017
Kent Bazemore,2015,Aaron McKie,1995
Kent Bazemore,2016,E'Twaun Moore,2014
Kent Bazemore,2017,Trevor Ariza,2010
Kent Bazemore,2018,Solomon Hill,2016
Kent Bazemore,2019,Nick Young,2011
Kent Bazemore,2020,Ricky Sobers,1982
Kent Bazemore,2021,Cedric Henderson,1999
Kent Bazemore,2021,Doug McDermott,2017
Kent Bazemore,2021,Chris Mills,2002
Kent Bazemore,2022,Adrian Griffin,2005
Kent Benson,1981,Andrew Lang,1990
Kent Benson,1981,Aron Baynes,2017
Kent Benson,1982,Kosta Koufos,2016
Kent Benson,1983,Dave Robisch,1981
Kent Benson,1984,Precious Achiuwa,2022
Kent Benson,1985,Kwame Brown,2011
Kent Benson,1986,Roy Hibbert,2016
Kent Benson,1987,Greg Ostertag,1998
Kentavious Caldwell-Pope,2015,Brandon Rush,2016
Kentavious Caldwell-Pope,2016,Bobby Phills,1998
Kentavious Caldwell-Pope,2017,Jason Richardson,2011
Kentavious Caldwell-Pope,2018,Amir Coffey,2022
Kentavious Caldwell-Pope,2019,Aaron McKie,2000
Kentavious Caldwell-Pope,2020,Carlos Delfino,2007
Kentavious Caldwell-Pope,2021,David Wesley,2002
Kentavious Caldwell-Pope,2022,Quinton Ross,2007
Kentavious Caldwell-Pope,2023,Devin Booker,2016
Kenyon Martin,2002,Luis Scola,2014
Kenyon Martin,2003,Andrea Bargnani,2010
Kenyon Martin,2004,Elvin Hayes,1980
Kenyon Martin,2005,Carl Landry,2009
Kenyon Martin,2006,Amir Johnson,2010
Kenyon Martin,2007,Trevor Booker,2015
Kenyon Martin,2009,Robert Horry,2006
Kenyon Martin,2010,Kurt Nimphius,1986
Kenyon Martin,2011,Reggie Johnson,1981
Kenyon Martin,2012,Don Reid,2001
Kenyon Martin,2013,Danny Manning,2000
Kenyon Martin Jr.,2022,Chase Budinger,2012
Kenyon Martin Jr.,2023,Al-Farouq Aminu,2015
Keon Clark,2000,James Donaldson,1992
Keon Clark,2001,Rick Robey,1981
Keon Clark,2002,Eddy Curry,2004
Keon Clark,2002,Jericho Sims,2022
Keon Clark,2002,Stromile Swift,2002
Keon Clark,2003,Erick Dampier,2003
Keon Johnson,2023,Donte DiVincenzo,2022
Keon Johnson,2023,Dwayne Bacon,2019
Kermit Washington,1981,Tom Chambers,1987
Kerry Kittles,1998,J.J. Redick,2015
Kerry Kittles,1999,Micheal Ray Richardson,1981
Kerry Kittles,2000,Eric Williams,1997
Kerry Kittles,2001,Stephen Jackson,2003
Kerry Kittles,2003,Craig Ehlo,1994
Kerry Kittles,2004,Jason Terry,2010
Kessler Edwards,2023,Mickaël Gelabale,2007
Kessler Edwards,2024,Cedric Henderson,1999
Kevin Brooks,1993,Doug McDermott,2018
Kevin Brooks,1994,Bill Hanzlik,1983
Kevin Duckworth,1988,Jerome Whitehead,1987
Kevin Duckworth,1988,Josh Powell,2008
Kevin Duckworth,1989,Kelvin Cato,2005
Kevin Duckworth,1990,Zaza Pachulia,2009
Kevin Duckworth,1991,Theo Ratliff,1996
Kevin Duckworth,1992,Kent Benson,1980
Kevin Duckworth,1993,Glen Davis,2008
Kevin Duckworth,1994,Leon Douglas,1980
Kevin Duckworth,1995,Duane Causwell,1998
Kevin Duckworth,1996,Johan Petro,2010
Kevin Durant,2009,Jeff Malone,1989
Kevin Durant,2010,Alex English,1982
Kevin Durant,2011,Julius Erving,1982
Kevin Durant,2012,Adrian Dantley,1980
Kevin Durant,2013,Giannis Antetokounmpo,2017
Kevin Durant,2014,LeBron James,2006
Kevin Durant,2015,Kawhi Leonard,2020
Kevin Durant,2016,Adrian Dantley,1982
Kevin Durant,2017,Giannis Antetokounmpo,2017
Kevin Durant,2018,Charles Barkley,1995
Kevin Durant,2019,Kawhi Leonard,2021
Kevin Durant,2020,Grant Hill,1999
Kevin Durant,2022,Brandon Clarke,2022
Kevin Durant,2023,Chris Webber,2002
Kevin Durant,2024,Andrei Kirilenko,2005
Kevin Edwards,1990,Jordan Clarkson,2017
Kevin Edwards,1991,Sonny Weems,2010
Kevin Edwards,1992,Darrell Griffith,1990
Kevin Edwards,1993,Larry Drew,1986
Kevin Edwards,1994,Jason Terry,2012
Kevin Edwards,1995,Aaron McKie,2000
Kevin Edwards,1997,Jeff Hornacek,1987
Kevin Edwards,1998,Jim McElroy,1980
Kevin Edwards,1999,Doug Lee,1992
Kevin Edwards,1999,Ed O'Bannon,1996
Kevin Gamble,1990,Jeff Judkins,1980
Kevin Gamble,1991,Tim Thomas,2005
Kevin Gamble,1992,Jae Crowder,2016
Kevin Gamble,1993,Donald Royal,1993
Kevin Gamble,1994,Mike Dunleavy,2005
Kevin Gamble,1995,Tim Thomas,2002
Kevin Gamble,1996,Matt Barnes,2011
Kevin Gamble,1997,Keith Askins,1993
Kevin Gamble,1997,Quincy Pondexter,2012
Kevin Gamble,1997,James Jones,2010
Kevin Garnett,1997,Willie Anderson,1989
Kevin Garnett,1998,Rashard Lewis,2005
Kevin Garnett,1999,Blake Griffin,2019
Kevin Garnett,2000,Derrick Favors,2015
Kevin Garnett,2001,Carmelo Anthony,2014
Kevin Garnett,2002,Kevin Love,2011
Kevin Garnett,2003,Chris Webber,2001
Kevin Garnett,2004,Karl Malone,1992
Kevin Garnett,2005,Charles Barkley,1988
Kevin Garnett,2006,Elton Brand,2006
Kevin Garnett,2007,Charles Barkley,1987
Kevin Garnett,2008,Carlos Boozer,2007
Kevin Garnett,2009,Elton Brand,2004
Kevin Garnett,2010,Shawn Marion,2008
Kevin Garnett,2011,Dino Radja,1994
Kevin Garnett,2012,Paul Millsap,2014
Kevin Garnett,2013,Tyler Zeller,2015
Kevin Garnett,2014,Steve Johnson,1983
Kevin Garnett,2015,Cristiano Felício,2019
Kevin Garnett,2016,Josh Boone,2007
Kevin Garnett,2016,Thomas Robinson,2014
Kevin Grevey,1981,Trevor Ariza,2010
Kevin Grevey,1982,John Starks,1998
Kevin Grevey,1983,Vernon Maxwell,1990
Kevin Grevey,1984,Cody Martin,2021
Kevin Grevey,1985,Alvin Robertson,1993
Kevin Huerter,2020,Austin Rivers,2016
Kevin Huerter,2021,Brian Shaw,1989
Kevin Huerter,2022,Bobby Phills,1998
Kevin Huerter,2023,Caron Butler,2012
Kevin Johnson,1989,Danny Ainge,1990
Kevin Johnson,1989,Carlos Arroyo,2007
Kevin Johnson,1989,Maurice Cheeks,1989
Kevin Johnson,1990,Steve Francis,2003
Kevin Johnson,1991,John Stockton,2001
Kevin Johnson,1992,Magic Johnson,1986
Kevin Johnson,1993,Rod Strickland,1994
Kevin Johnson,1994,George Hill,2020
Kevin Johnson,1995,Goran Dragić,2017
Kevin Johnson,1996,José Calderón,2007
Kevin Johnson,1997,Isiah Thomas,1984
Kevin Johnson,1998,Sam Cassell,2001
Kevin Knox,2020,Lou Amundson,2012
Kevin Knox,2021,Landry Fields,2013
Kevin Knox,2022,Joey Graham,2006
Kevin Knox,2023,Luke Babbitt,2012
Kevin Knox,2024,Detlef Schrempf,1986
Kevin Kunnert,1982,Solomon Jones,2009
Kevin Loder,1983,Mark Aguirre,1992
Kevin Love,2010,Marcus Camby,2009
Kevin Love,2011,Julius Randle,2019
Kevin Love,2012,Kiki Vandeweghe,1984
Kevin Love,2013,Carlos Boozer,2007
Kevin Love,2015,Chris Webber,2001
Kevin Love,2016,Terry Cummings,1992
Kevin Love,2017,Derrick Coleman,2000
Kevin Love,2018,Jermaine O'Neal,2006
Kevin Love,2019,Greg Monroe,2017
Kevin Love,2020,Amir Johnson,2008
Kevin Love,2021,Jay Vincent,1986
Kevin Love,2022,Tyrus Thomas,2007
Kevin Love,2023,Nikola Vučević,2022
Kevin Love,2024,Juancho Hernangómez,2017
Kevin Love,2024,Linas Kleiza,2006
Kevin Lynch,1993,Vince Carter,2015
Kevin Martin,2006,John Bagley,1990
Kevin Martin,2007,Derrick White,2022
Kevin Martin,2008,Billy Knight,1981
Kevin Martin,2009,Clyde Drexler,1985
Kevin Martin,2010,Gary Payton II,2022
Kevin Martin,2011,Aaron McKie,2002
Kevin Martin,2011,Charlie Bell,2006
Kevin Martin,2011,Fred Brown,1982
Kevin Martin,2012,CJ McCollum,2017
Kevin Martin,2013,Don Collins,1982
Kevin Martin,2014,Doug West,1992
Kevin Martin,2015,De'Anthony Melton,2022
Kevin Martin,2016,Brent Barry,1998
Kevin Martin,2017,Dillon Brooks,2020
Kevin McHale,1982,James Johnson,2018
Kevin McHale,1983,Joe Smith,2004
Kevin McHale,1984,Tom Chambers,1988
Kevin McHale,1985,Otis Thorpe,1988
Kevin McHale,1986,Dan Roundfield,1980
Kevin McHale,1987,Horace Grant,1994
Kevin McHale,1988,Elton Brand,2007
Kevin McHale,1989,Bobby Jones,1981
Kevin McHale,1990,Carl Landry,2010
Kevin McHale,1991,Terry Cummings,1987
Kevin McHale,1992,Danilo Gallinari,2020
Kevin McHale,1993,Julius Randle,2017
Kevin McKenna,1983,Anfernee Simons,2020
Kevin McKenna,1985,DerMarr Johnson,2006
Kevin McKenna,1986,Austin Rivers,2016
Kevin McKenna,1987,Landry Shamet,2019
Kevin McKenna,1988,Alex Caruso,2022
Kevin Ollie,1999,Bryan Warrick,1985
Kevin Ollie,2001,Milt Palacio,2001
Kevin Ollie,2002,Brian Shaw,1995
Kevin Ollie,2002,Anthony Johnson,2003
Kevin Ollie,2003,Eric Maynor,2010
Kevin Ollie,2003,Steve Henson,1991
Kevin Ollie,2003,Winston Garland,1992
Kevin Ollie,2004,Devonte' Graham,2023
Kevin Ollie,2004,Milt Palacio,2001
Kevin Ollie,2004,Greivis Vásquez,2015
Kevin Ollie,2005,Lee Mayberry,1993
Kevin Ollie,2006,Jameer Nelson,2018
Kevin Ollie,2007,Arron Afflalo,2015
Kevin Ollie,2008,Mark Macon,1993
Kevin Ollie,2009,Jeff McInnis,2006
Kevin Ollie,2010,Ty Lawson,2016
Kevin Porter,1981,Bimbo Coles,1994
Kevin Porter Jr.,2021,Rodney Hood,2020
Kevin Porter Jr.,2022,Ricky Pierce,1984
Kevin Porter Jr.,2023,Charlie Ward,2002
Kevin Restani,1981,James Posey,2002
Kevin Restani,1982,Fred Roberts,1992
Kevin Restani,1983,Anthony Tolliver,2020
Kevin Séraphin,2012,Dickey Simpkins,1996
Kevin Séraphin,2013,Damian Jones,2020
Kevin Séraphin,2014,Sean Rooks,2000
Kevin Séraphin,2015,Benoit Benjamin,1987
Kevin Séraphin,2016,Jordan Bell,2019
Kevin Séraphin,2017,Herb Williams,1992
Kevin Williams,1986,E'Twaun Moore,2020
Kevin Williams,1988,Chris Carr,1998
Kevin Williams,1989,Nick Calathes,2014
Kevin Williams,1990,Frank Ntilikina,2022
Kevin Willis,1986,Ersan İlyasova,2016
Kevin Willis,1987,Joe Smith,2001
Kevin Willis,1988,Michael Cage,1987
Kevin Willis,1989,Robert Horry,2006
Kevin Willis,1991,Taj Gibson,2017
Kevin Willis,1992,Patrick Patterson,2014
Kevin Willis,1993,Clark Kellogg,1984
Kevin Willis,1994,Ralph Sampson,1986
